"player_name","overall_rating","gk_rating","No_of_Presences","No_of_leagues"
"Diego Castro",74,51,164,1
"Abel Aguilar",73,55,105,3
"Michele Fini",66,58,40,1
"Gary O'Neil",70,57,68,1
"Ben Alnwick",63,313,1,1
"Michele Canini",73,48,146,1
"Daniele Conti",72,20,187,1
"Danny Collins",63,45,66,1
"Antonio Langella",67,54,10,1
"Daryl Murphy",73,54,15,2
"Dean Whitehead",71,59,116,1
"Diego Luis Breijo Lopez",73,119,45,1
"Francesco Pisano",71,25,140,1
"David Suazo",74,46,12,2
"Paulo Cesar",72,49,34,1
"Damian Tixier",58,56,32,2
"Liam Lawrence",61,59,31,1
"Siqueira De Olivera Luciano",70,48,72,1
"Martin Woods",65,50,46,1
"Marco Malago",61,48,12,1
"Andrea Mantovani",71,39,113,1
"Nyron Nosworthy",64,56,21,1
"Sergio Pellissier",72,42,151,1
"Stephen Elliott",63,41,38,1
"Victor Obinna",71,59,33,3
"Steven Caldwell",68,53,20,1
"Franco Semioli",66,50,41,1
"Lorenzo Squizzi",67,335,8,1
"Stuart Holden",72,48,27,1
"Simone Tiribocchi",68,36,63,1
"Andrea Zanchetta",74,154,18,1
"Sergio Bernardo Almiron",68,52,105,1
"Antonio Busce",63,44,24,1
"Alex Baptiste",68,52,19,1
"Giles Coke",64,62,19,1
"Stefano Lucchini",68,64,151,1
"Nicola Pozzi",66,46,23,1
"Francesco Pratali",66,56,23,1
"Andrea Raggi",79,56,151,2
"Cesar Sanchez",75,376,55,1
"Valeri Bojinov",68,51,30,3
"Davide Brivio",72,43,96,1
"Guilherme Do Prado",66,54,8,1
"Marco Donadel",70,56,75,1
"Sebastian Frey",70,333,147,1
"Alessandro Gamberini",77,62,169,1
"Martin Joergensen",68,53,6,1
"Riccardo Montolivo",79,19,204,1
"Anthony Gardner",68,49,30,1
"Emil Hallfredsson",75,50,82,1
"Marton Fulop",71,347,29,1
"Michael Brown",62,51,41,1
"Michael Dawson",76,48,149,1
"Manuel Pasqual",72,37,174,1
"Michele Pazienza",69,40,108,1
"Giampaolo Pazzini",74,23,146,1
"Andy Kirk",66,45,22,1
"Mark Bunn",73,368,37,1
"Bradley Johnson",72,50,90,1
"Ricardo",74,55,100,1
"Ricardo",68,346,67,1
"Fernando",69,54,23,1
"Geir Ludvig Fevang",64,47,4,1
"Federico Balzaretti",71,35,144,1
"Marcelo Zalayeta",71,51,39,1
"Tommy Elphick",71,55,11,1
"Noe Pamarot",69,58,25,2
"Paul Stalteri",68,40,16,1
"Radek Cerny",66,320,5,1
"Robbie Keane",80,63,66,2
"Sean Davis",69,44,33,1
"Teemu Tainio",68,39,19,2
"Tom Huddlestone",74,48,133,1
"Curtis Davies",76,51,93,1
"Diomansy Kamara",73,42,21,2
"Jason Koumas",60,57,11,1
"Jonathan Greening",62,61,54,1
"David Edwards",68,62,51,1
"Simeon Jackson",62,48,20,2
"Matthew Gilks,18",69,347,17,1
"Grant Holt",67,56,55,1
"Rory McArdle",64,45,46,1
"Dean Holden",59,51,9,1
"Paul Robinson",67,59,107,1
"Zoltan Gera",74,54,69,1
"Anton Ferdinand",71,51,103,1
"Bobby Zamora",71,52,129,1
"Christian Dailly",63,57,5,1
"Daniel Gabbidon",66,53,69,1
"Hayden Mullins",65,63,34,1
"James Collins",75,63,189,1
"Jeremie Aliadiere",76,47,94,2
"Jobi McAnuff",66,51,38,1
"Marlon Harewood",59,41,6,1
"Matthew Etherington",75,51,135,1
"Nigel Reo-Coker",65,47,82,1
"Paul Konchesky",67,68,103,1
"Brian Jensen",62,307,36,1
"Lazaros Christodoulopoulos",72,49,38,1
"Cristian Molinaro",75,48,159,2
"Daniele Portanova",74,42,165,1
"Daniele Gastaldello",76,37,148,1
"Yossi Benayoun",76,44,52,1
"Paulo Sousa",64,48,1,1
"Jamie Smith",65,44,7,1
"Gary Teale",61,50,48,1
"Henri Camara",71,107,3,1
"Jimmy Bullard",67,45,30,1
"Lee McCulloch",64,56,71,1
"Leighton Baines",82,58,246,1
"Massimo Marazzina",67,105,7,1
"Luis Garcia",70,51,112,1
"Simone Vergassola",66,52,113,1
"Michael Pollitt",64,325,5,1
"Ryan Taylor",72,43,56,1
"Mike Williamson",73,47,126,1
"Russell Martin",73,58,116,1
"Ikechi Anya",69,59,17,1
"Tonel",70,58,26,1
"Ashley Williams",81,50,168,1
"Adam Le Fondre",70,43,11,1
"Cristian Zapata",76,19,167,2
"Barry Ferguson",62,58,85,2
"Gunnar Nielsen",63,313,19,1
"Graeme Smith",60,300,32,1
"Graeme Smith",63,317,41,1
"Paul Scharner",73,52,112,2
"Bjoern Helge Riise",68,48,5,1
"Heinz Mueller",71,357,65,1
"David Fox",63,62,23,1
"Craig Gardner",75,60,148,1
"Paulo Sergio",69,52,43,1
"Stephen O'Donnell",60,50,15,1
"Sean Dillon",62,59,177,1
"Lee Cattermole",77,64,178,1
"Ali Al-Habsi",68,334,100,1
"Hussein Yasser",64,53,19,1
"David Graham",63,51,38,1
"Yves Makaba-Makalamby",63,314,22,2
"Dickson Etuhu",65,52,62,1
"Michal Papadopoulos",64,42,38,2
"Mathieu Beda",65,38,51,1
"Simon Cziommer",67,53,40,1
"Christian Schwegler",71,48,4,1
"Jesper Hansen",70,350,40,1
"Soeren Larsen",67,48,1,1
"Cristiano Lucarelli",74,49,29,1
"Marco Rossi",68,55,46,1
"Benjani Mwaruwari",69,52,15,1
"Oscar Gonzalez",72,53,49,1
"Andreas Goerlitz",64,43,12,1
"Andreas Ottl",70,47,71,1
"Claudio Pizarro",77,51,122,1
"Paulo Jorge",71,139,1,1
"Scott Brown",73,57,185,1
"Emile Lokonda Mpenza",69,116,23,1
"Steven Thompson",65,58,106,2
"David Jones",71,64,84,1
"Jonathan Hayes",69,53,155,1
"Ladji Keita",66,42,16,1
"Jamie O'Hara",68,60,62,1
"Neil McCann,22",65,138,14,1
"Victor Casadesus",74,46,130,1
"Ibrahima Gueye",63,46,31,1
"Francesco Scardina",63,51,9,1
"Christian Schulz",74,46,206,1
"Dimitri Payet",83,61,219,2
"Nicolas Frutos",75,127,1,1
"David Elebert",57,56,30,1
"Mamadou Niang",67,44,52,1
"Papa Bouba Diop",73,63,24,1
"Habib Beye",68,48,28,1
"Boukari Drame",74,34,153,2
"Pape Diakhate",70,55,81,2
"Omar Daf",64,37,50,1
"Frank Rost",74,371,93,1
"Siaka Tiene",71,66,125,1
"Andrea Ranocchia",77,65,154,1
"Ali Boussaboun",66,57,25,1
"Marouane Chamakh",74,61,118,2
"Youssouf Hadji",69,59,98,1
"Badr El Kaddouri",70,50,5,1
"Vincent Enyeama",81,403,109,1
"Taye Taiwo",69,63,100,3
"John Utaka",72,52,81,2
"Christian Obodo",68,51,31,2
"Peter Odemwingie",73,61,84,1
"Bartholomew Ogbeche",70,50,55,2
"Guirane N'Daw",66,67,84,2
"Carlos Kameni",79,395,157,1
"Thimothee Atouba",64,65,8,2
"Achille Emana",76,59,25,1
"Jean Makoun",72,54,125,2
"Pierre Webo",72,64,40,1
"Pierre Boya",65,53,21,1
"David Robertson",59,56,46,1
"Manuel Belleri",67,121,4,1
"Cribari",55,47,39,1
"Lorenzo De Silvestri",76,64,103,1
"Fabio Firmani",69,44,5,1
"Stefano Mauri",77,44,129,1
"Gaby Mudingayi",69,50,112,1
"Goran Pandev",74,55,123,1
"Tommaso Rocchi",69,54,59,1
"Rory Fallon",59,55,26,1
"Morten Duncan Rasmussen",70,60,5,2
"Rick Hoogendorp",64,121,2,1
"Bertin Tomou",64,121,7,1
"Jamie Mole",62,63,9,1
"Marco Caligiuri",71,47,63,1
"Orlando Dos Santos Costa",62,56,4,1
"Anthony Lurling",68,46,126,1
"Kaba Diawara",65,59,6,1
"Georgios Samaras",69,50,94,1
"Martin Latka",73,45,13,1
"Hossam Ghaly",71,60,3,1
"Ismael Bangoura",68,60,32,1
"Fode Mansare",70,45,12,1
"Pascal Feindouno",69,52,18,2
"Dianbobo Balde",67,52,29,1
"Victor Anichebe",73,59,67,1
"Martin Olsson",74,48,122,1
"Rory Delap",63,41,116,1
"Dougie Imrie",62,53,126,1
"Nelson Benitez",69,64,1,1
"Jonathan Jager",69,43,24,1
"Juan Pablo Carrizo",74,371,42,2
"Tom Caluwe",67,61,15,2
"Danijel Milicevic",76,51,86,1
"Ezequiel Luna",72,44,16,1
"Gonzalo Higuain",86,39,186,2
"Massimo Colomba",64,316,18,1
"Paulinho",69,135,82,1
"Reto Zanni",66,61,14,1
"Zdravko Kuzmanovic",74,49,144,3
"Ivan Rakitic",85,51,201,2
"Marcel Herzog",60,296,22,1
"Cesar Fernando",58,51,48,1
"Juan Pablo Garat",58,62,41,1
"Jiri Koubsky",61,42,27,1
"Mijat Maric",70,54,105,1
"Philippe Montandon",60,48,47,1
"Marc Zellweger",56,135,27,1
"Davide Calla",66,60,88,1
"Pascal Cerrone",60,122,1,1
"Juergen Gjasula",69,58,3,1
"David Marazzi",56,41,34,1
"Bruno Lazaroni",67,135,12,1
"Henri Siqueira-Barras",57,54,36,1
"Selver Hodzic",60,123,9,1
"Silvan Aegerter",64,52,76,1
"Nelson Ferreira",65,50,156,1
"Johnny Leoni",65,324,87,2
"Marc Schneider",61,42,37,1
"Florian Stahel",62,5,150,1
"Steve von Bergen",72,51,200,3
"Almen Abdi",72,42,61,4
"Gokhan Inler",77,46,189,2
"Raffael",81,54,186,1
"Sergio Bastida",64,143,33,1
"Alexandre Alphonse",67,61,64,2
"Jonathan Parr",68,47,7,1
"Kim Jaggy",61,44,67,2
"Roland Schwegler",67,118,16,1
"Antonio Carlos Dos Santos",70,137,11,1
"Michel Renggli",63,55,126,1
"Veroljub Salatic",68,64,178,1
"Scott Lee Sutter",67,53,149,1
"Mobulu M'Futi",61,45,11,1
"Jean Francois Bedenik",63,308,54,2
"Kader Mangane",74,57,123,1
"Matar Coly",59,54,13,1
"Raphael Nuzzolo",71,54,164,1
"Bastien Geiger",55,46,31,1
"Nicolas Marazzi",63,53,48,1
"Ricardo Silva",65,54,31,1
"Ze Manuel",70,145,4,1
"Cadu",69,41,17,1
"Helder Rosario",61,51,21,1
"Igor Rocha",61,55,6,1
"Bruno Alves",78,68,23,1
"Pepe",84,47,181,1
"Marek Cech",70,37,28,3
"Raul Meireles",76,47,76,2
"Paulo Assuncao",71,50,80,1
"Jose Bosingwa",71,64,97,1
"Alan",74,62,106,1
"Jorginho",70,44,3,1
"Bruno Moraes",68,56,22,1
"Hugo Leal",68,45,24,1
"Derlei",74,132,5,1
"Rui Sacramento",64,312,4,1
"Marco Woelfli",65,333,161,1
"Steve Gohouri",67,51,47,2
"Mario Raimondi",58,50,59,1
"Carlos Varela",69,119,29,1
"Igor de Camargo",71,53,89,2
"Ibad Muhamadu",60,116,2,1
"Joao Pedro",60,54,2,1
"Steven Jennings",61,55,78,1
"Morten Skoubo",64,54,20,1
"Daniel Agger",77,62,124,1
"Nilmar",83,43,63,1
"Joao Pereira",76,53,126,3
"Rui Nereu",66,331,10,1
"Ricardo Rocha",65,43,16,2
"Georgios Karagounis",70,52,26,1
"Nuno Assis",77,52,22,1
"Kenneth Vermeer",78,383,144,1
"Hans Vonk",69,344,1,1
"Emanuel Boakye",60,43,13,1
"Thomas Vermaelen",80,52,112,3
"Jeffrey Sarpong",67,66,63,2
"Victor Hugo Montano",67,41,101,1
"Philippe Delaye",65,136,3,1
"Michael Timisela",66,54,58,1
"Xavier Collin",67,48,7,1
"Martial Robin",59,47,43,1
"Romain Rocchi",63,42,12,1
"Rodrigo Lacerda",58,51,61,1
"Djamel Abdoun",69,61,10,2
"Krisztian Vadocz",68,37,58,3
"Ludovic Genest",64,70,1,1
"Renaud Cohade",73,62,157,1
"Laurent Bonnart",65,48,107,1
"Guillaume Loriot",67,50,20,1
"Stephane Besle",62,49,146,1
"Kamil Zayatte",66,55,51,1
"Flavien La Postollec",66,55,34,1
"Alain Cantareil",62,56,7,1
"Joao Paulo",64,43,1,1
"Clarence Seedorf",82,68,88,1
"Kakha Kaladze",76,51,57,1
"Paolo Maldini",77,138,27,1
"Franck Beria",73,47,169,1
"Younes Kaboul",76,45,139,1
"Baptiste Martin",69,55,58,1
"Bacary Sagna",80,45,211,1
"Benoit Cheyrou",73,62,153,1
"Thomas Kahlenberg",70,45,58,2
"Lionel Mathis",74,46,74,1
"Garra Dembele",69,47,3,1
"Luigi Pieroni",63,47,4,2
"Mathieu Valverde",71,360,51,1
"Florian Marange",69,58,93,1
"Marc Planus",70,58,125,1
"Alejandro Alonso",71,56,60,1
"Pierre Ducasse",67,52,34,1
"Jean-Claude Darcheville",66,112,8,2
"Yohann Pele",73,367,54,1
"Gregory Cerdan",65,53,45,1
"Tulio de Melo",73,44,38,1
"James Fanchone",60,58,6,1
"Adama Coulibaly",64,60,104,1
"Nicolas Gillet",66,53,13,1
"Hilton",78,55,207,1
"Yohan Demont",63,40,63,1
"Fabien Laurenti",63,53,22,1
"Carlos Henrique",73,57,101,1
"Daniel Cousin,20",76,112,20,2
"Jussie",74,38,87,1
"Olivier Thomert",63,46,26,2
"Seydou Keita",76,37,91,2
"Efstathios Tavlaridis",73,42,27,1
"Gregory Tafforeau",67,58,29,1
"Gregory Malicki",69,341,31,1
"Kevin Mirallas",80,60,108,2
"Mathieu Debuchy",79,49,196,2
"Mathieu Bodmer",77,63,126,1
"Nicolas Fauvergue",65,56,20,1
"Rafael Schmitz",71,55,33,1
"Stephane Dumont",68,69,14,1
"Yohan Cabaye",80,59,222,2
"Claudio Cacapa",71,58,3,1
"Francois Clerc",72,51,153,1
"Hatem Ben Arfa",82,54,116,2
"Joan Hartock",67,333,2,1
"John Carew",73,51,50,1
"Karim Benzema",86,41,186,2
"Remy Vercoutre",76,383,111,1
"Cedric Carrasso",80,399,253,1
"Aleksandr Hleb",73,45,39,3
"Lorik Cana",76,59,120,3
"Mickael Pagis",74,145,21,1
"Faryd Mondragon",72,352,70,1
"Gregory Leca",68,41,62,1
"Samir Nasri",82,5,177,1
"Gregory Wimbee",71,355,36,1
"Gregory Proment",69,65,57,1
"Jamal Alioui",60,42,29,1
"Ludovic Obraniak",73,48,124,2
"Roy Contout",68,40,116,2
"Sebastien Bassong",74,44,154,1
"Laurent Agouazi",66,63,18,1
"Alexandre Licata",72,44,11,1
"Diego Perez",70,32,121,2
"Flavio Roma",67,327,5,1
"Francois Modesto",73,60,133,1
"Serge Gakpe",74,60,76,3
"Gaetan Bong",73,57,95,1
"Bostjan Cesar",77,48,190,2
"Benjamin Nicaise",66,44,31,1
"Benjamin Gavanon",65,51,59,1
"Frederic Biancalani",69,48,20,1
"Gennaro Bracigliano",61,307,65,1
"Gergely Rudolf",69,50,14,1
"Jeremy Sapina",65,62,36,1
"Jonathan Brison",70,63,136,1
"Landry N'Guemo",72,55,141,2
"Moncef Zerka",63,53,10,1
"Olivier Sorin",67,341,123,1
"Pascal Berenguer",66,51,68,1
"Sebastien Puygrenier",73,48,112,2
"Andre Luiz",70,54,149,1
"Nenad Dzodic",66,42,19,1
"Kamel Chafni",70,53,105,1
"Tony Heurtebis",63,308,5,1
"Mauro Cetto",71,41,79,2
"Emir Spahic",78,47,172,3
"Lars Jacobsen",71,50,90,2
"Daniel Jensen",68,35,16,2
"Shlomi Arbeitman",65,43,24,1
"Aurelien Capoue",67,52,32,1
"Bocundji Ca",66,62,30,1
"Claudiu Keseru",71,56,10,1
"Franck Signorino",70,46,100,2
"Frederic Da Rocha",68,128,41,1
"Alexis Thebaux",70,342,106,1
"Guillaume Norbert",60,126,3,1
"Jean-Jacques Pierre",64,48,39,1
"Mamadou Diallo",62,46,12,1
"Loic Guillon",65,45,9,1
"Milos Dimitrijevic",67,46,8,2
"Cedric Varrault",67,45,69,1
"Dennis Oliech",68,52,104,1
"Cyril Rool",75,140,20,1
"Damien Gregorini",66,326,67,1
"Florent Balmont",75,54,227,1
"Ederson",74,48,51,2
"Hugo Lloris",85,406,274,2
"Marama Vahirua",73,54,56,1
"Olivier Echouafni",70,145,40,1
"Rod Fanni",74,67,200,1
"Jacques Abardonado",67,45,23,1
"Cristian Rodriguez",75,63,36,3
"Edouard Cisse",74,39,73,1
"Fabrice Pancrate",67,52,5,1
"Jerome Alonzo",64,313,24,1
"Mario Yepes",74,54,94,1
"Arnold Mvuemba",72,39,132,2
"Cyril Jeunechamp",66,44,81,1
"Etienne Didot",74,60,190,1
"Gregory Bourillon",66,50,134,1
"Jacques Faty",67,68,88,1
"Jean-Joeel Perrier Doumbe",64,55,3,1
"Jimmy Briand",76,41,167,2
"Adailton",67,61,71,1
"Moussa Sow",79,47,72,1
"Olivier Sorlin",68,45,112,1
"Olivier Monterubbio",70,45,10,2
"Simon Pouplin",67,345,93,2
"Stephane M'Bia",75,53,153,3
"Jeremie Janot",74,357,98,1
"Bafetimbi Gomis",77,56,194,2
"Damien Perquis",72,60,135,2
"Fousseni Diawara",64,50,39,1
"Frederic Piquionne",65,57,56,2
"Herita Ilunga",67,61,56,2
"Ignacio Piatti",77,56,18,1
"Jody Viviani",69,342,32,1
"Julien Sable",70,58,96,1
"Loic Perrin",82,50,174,1
"Mouhamadou Dabo",71,60,135,2
"Vincent Hognon",71,130,14,1
"Zoumana Camara",73,55,98,1
"Teddy Richert",74,381,102,1
"Rabiu Afolabi",64,59,23,1
"Sigamary Diarra",68,48,97,1
"Jessy Moulin",67,338,2,1
"Dusko Tosic",70,55,6,1
"Mickael Isabey",65,53,15,1
"Romain Pitau",73,45,99,1
"Badara Sene",61,47,1,1
"Mevlut Erdinc",74,53,178,2
"Julien Quercia",67,49,29,1
"Habib Bellaid",64,48,20,2
"Yacine Abdessadki",73,56,48,1
"Guillaume Lacour",67,71,12,1
"Salim Arrache",62,54,5,1
"Kevin Gameiro",79,38,182,2
"Eric Mouloungui",70,39,68,1
"Lucien Aubey",63,59,15,1
"Daniel Congre",74,48,241,1
"Albin Ebondo",73,56,88,1
"Mohamed Fofana",72,68,104,1
"Jeremy Mathieu",82,51,167,2
"Nicolas Dieuze",62,49,55,1
"Pantxi Sirieix",67,58,64,1
"Bryan Bergougnoux",68,57,12,1
"Xavier Pentecote",65,47,11,1
"Quentin Westberg",63,314,2,1
"Florian Boucansaud",70,147,12,1
"Blaise Matuidi",84,48,224,1
"Benjamin Nivet",73,47,122,1
"Eloge Enza-Yamissi",65,97,35,1
"Jean-Christophe Vergerolle",66,120,1,1
"Ibrahim Afellay",78,51,89,4
"Ismael Aissati",71,62,52,1
"Michael Ball",69,42,6,1
"Jefferson Farfan",80,59,151,1
"Timmy Simons",73,59,176,3
"Mika Vaeyrynen",64,61,30,1
"Serginho Greene,20",69,137,17,1
"Tim Vincken",65,41,37,1
"Demy de Zeeuw",69,46,66,1
"Danny Koevermans",68,53,15,1
"Rogier Molhoek",65,54,22,1
"Stijn Schaars",73,61,114,2
"Gretar Rafn Steinsson",73,52,102,1
"Mark-Jan Fledderus",67,49,167,1
"Arnold Kruiswijk",72,39,117,2
"Rasmus Lindgren",69,49,83,1
"Paul Matthijs",67,139,1,1
"Erik Nevland",65,54,16,1
"Bas Roorda",67,337,1,1
"Gibril Sankoh",71,55,67,2
"Koen van de Laak",66,59,26,1
"Antoine van der Linden",68,48,88,1
"Yuri Cornelisse",63,141,4,1
"Michael Bradley",79,69,121,2
"Michel Breuer",64,51,123,1
"Henrico Drost",66,53,128,1
"Ken Ilsoe",68,55,14,1
"Lasse Nilsson",64,58,30,1
"Brian Vandenbussche",67,334,51,1
"Boy Waterman",68,342,62,1
"Edson Braafheid",72,54,84,4
"Joost Broerse",66,58,95,1
"Darl Douglas",69,60,61,1
"Marc-Antoine Fortune",64,53,77,3
"Sander Keller",65,39,40,2
"Ricky Kruys",65,51,55,1
"Giuseppe Rossini",64,53,53,1
"Alje Schut",67,43,57,1
"Hans Somers",65,144,2,1
"Joost Terol",64,319,6,1
"Leendert van Steensel",64,37,36,1
"Gabor Babos",66,322,88,1
"Said Boutahar",70,54,29,2
"Romano Denneboom",65,44,8,1
"Gregory Paisley",67,43,35,1
"Kevin Constant",71,19,82,1
"Nicolas Douchez",75,373,116,1
"Muslu Nalbantoglu",65,52,23,1
"Jonas Olsson",77,62,176,1
"Patrick Pothuizen",65,134,17,1
"Peter Wisgerhof",67,46,102,1
"Rutger Worm",60,71,4,1
"Guilherme Afonso",61,44,11,1
"Kennedy Bakircioglu",69,46,37,2
"Sander Boschker",67,335,56,1
"Wout Brama",71,49,160,1
"Karim El Ahmadi",75,61,166,2
"Jeroen Heubach",66,132,4,1
"Blaise N'Kufo",73,48,37,1
"Peter Niemeyer",71,53,82,1
"Remko Pasveer",70,345,127,1
"Jose Fonte",81,50,133,1
"Jose Leonardo Ulloa",73,56,51,2
"Tim Bakens",58,34,21,2
"Garry O'Connor",70,39,34,2
"Karim Touzani",62,131,8,1
"Alex",79,46,153,3
"Jerold Promes",64,150,4,1
"Rob van Dijk",66,328,57,1
"Jurgen Wevers",63,318,9,1
"Kevin Begois",67,333,53,1
"Boldiszar Bodor",64,49,48,2
"Roel Brouwers",74,60,113,1
"Bram Castro",69,352,59,2
"Sekou Cisse",71,67,63,2
"Pa Modou Kah",67,57,35,1
"Vladan Kujovic",66,331,31,2
"Vincent Lachambre",63,47,11,1
"Ken Leemans",61,50,41,1
"Kevin van Dessel",63,137,8,1
"Fred Benson",65,48,54,1
"Siebe Blondelle",64,49,45,1
"Purrel Fraenkel",63,62,42,1
"Youssouf Hersi",64,46,18,1
"Theo Janssen",76,33,122,1
"Mads Junker",68,58,91,2
"Onur Kaya",71,50,73,2
"Ruud Knol",65,130,16,1
"Gill Swerts",64,45,48,1
"Paul Verhaegh",77,52,149,2
"Kurt Elshot",66,138,11,1
"Santiago Leonardo",67,61,34,1
"Rob Penders",70,55,56,1
"Maceo Rigters",63,52,20,1
"Arne Slot",67,63,8,1
"Ronnie Stam",70,46,78,3
"Sander van Gessel",64,134,17,1
"Mike Zonneveld",62,50,9,1
"Patrick Zwaanswijk",69,58,35,1
"Danny Schenkel",64,51,15,1
"Edwin van Bueren",63,137,10,1
"Jason Oost",63,45,11,1
"Ricky van den Bergh",65,48,23,1
"Wouter Gudde",63,34,23,1
"Yuri Rose",63,46,57,1
"Remon de Vries",63,151,4,1
"Marc Hoecher",66,59,32,1
"Ragnar Klavan",77,59,170,2
"Mark Looms",64,62,92,1
"Martin Pieckenhagen",70,347,31,1
"Kwame Quansah",66,48,136,1
"Peter Reekers",62,55,3,1
"Marnix Smit",63,136,1,1
"Stefaan Tanghe,18",65,134,9,1
"Brian van Loo",66,333,29,1
"Jan Wuytens",68,53,146,1
"Youssef El Akchaoui",63,53,51,1
"Eljero Elia",75,53,135,4
"Peter Jungschlaeger",63,47,41,1
"Aleksandar Rankovic",65,65,7,1
"Jan-Paul Saeijs",63,48,36,1
"Wesley Verhoek",67,45,94,1
"Kemy Agustien",66,68,24,3
"Anour Hadouir",67,46,70,1
"Evgeny Levchenko",62,49,20,1
"Martijn Reuser",66,143,7,1
"Frank van der Struijk",67,52,132,1
"Frank van Mosselveld",61,49,47,1
"Nuelson Wau",66,117,2,1
"Danny Guyt",61,50,13,1
"Tyrone Loran",64,62,25,1
"Steffen Ernemann",66,50,5,1
"Jesper Joergensen",67,49,67,1
"Brede Hangeland",72,55,215,1
"Michael Gravgaard",63,37,22,2
"Michael Silberbauer",69,41,90,2
"William Kvist",67,59,72,2
"Martin Bergvold",64,52,15,1
"Atiba Hutchinson",78,51,76,1
"Simon Poulsen",72,50,107,2
"Dennis Soerensen",64,53,11,1
"Kris Stadsgaard",66,54,22,1
"Thomas Kristensen",70,63,39,1
"Anders Lindegaard",77,386,19,1
"Thiago Motta",82,46,166,2
"Rui Duarte",69,47,71,1
"Jose Alberto Shaffer,18",67,46,10,1
"Michael Jakobsen",65,46,14,1
"Heiko Butscher",65,58,59,1
"Bernardo Vasconselos",65,53,4,1
"Ruud Berger",65,147,18,1
"Christophe Lepoint",71,56,70,1
"Moritz Stoppelkamp",71,62,39,1
"Marcel Eger",64,51,4,1
"Florian Lechner",63,47,9,1
"Fabio Morena",64,35,7,1
"Fabian Boll",67,46,28,1
"Tobias Werner",73,64,104,1
"Deniz Dogan",65,55,19,1
"David De Freitas",64,50,15,1
"Andreas Lambertz",67,55,26,1
"Nico Pellatz",63,315,9,1
"Edgar Bernhardt",63,52,4,1
"Arnar Vidarsson",60,51,97,1
"Pierre de Wit",64,52,30,1
"Ken Reichel",71,47,27,1
"Anis Ben-Hatira",74,55,59,1
"Rouwen Hennings",70,63,10,1
"Nick Proschwitz",65,64,26,2
"Bas Sibum",60,67,66,2
"Niels Wellenberg",63,61,19,1
"Amaury Bischoff",65,52,4,1
"Sebastian Schachten",68,50,18,2
"Martin Harnik",75,57,141,1
"Thomas Kessler",69,342,34,1
"Ishmael Miller",63,58,11,1
"Sandro Calabro",63,55,29,2
"Tim Cornelisse",63,56,82,1
"Abou Diaby",75,54,66,2
"Thomas Enevoldsen",67,54,59,2
"Michael Rensing",74,366,78,1
"Hasan Salihamidzic",73,44,23,2
"Bastian Reinhardt",74,126,13,1
"Alexander Laas",71,148,1,1
"Manuel Neuer",90,440,251,1
"Hamit Altintop",72,58,20,2
"Marcelo Jose Bordon",82,141,46,1
"Tim Hoogland",70,60,38,1
"Rafinha",78,65,180,2
"Zlatan Bajramovic",72,48,6,1
"Alexander Baumjohann",73,45,30,1
"Levan Kobiashvili",69,49,84,1
"Sebastian Boenisch",71,56,85,1
"Tim Wiese",68,328,123,1
"Leon Andreasen",74,49,73,1
"Petri Pasanen",64,51,51,1
"Aaron Hunt",77,65,155,1
"Matthieu Delpierre",74,53,97,2
"Christian Gentner",78,57,225,1
"Mario Gomez",81,46,134,2
"Jon Dahl Tomasson",71,55,26,1
"Kevin Stuhr Ellegaard",71,353,24,1
"Sofian Chahed",67,50,39,1
"Malik Fathi",69,52,46,1
"Yildiray Basturk",74,144,1,1
"Kevin-Prince Boateng",77,54,120,3
"Pal Dardai",67,47,31,1
"Ellery Cairo",65,38,7,1
"Ashkan Dejagah",74,46,78,2
"Robert Enke,30",85,421,20,1
"Morten Jensen",58,288,1,1
"Michael Tarnat",73,207,5,1
"Hanno Balitsch",70,52,112,1
"Altin Lala",67,38,8,1
"Jan Rosenthal",71,139,93,1
"Roman Weidenfeller",79,369,209,1
"Dede",75,48,23,1
"Florian Kringe",66,43,29,1
"Marc-Andre Kruska",65,55,2,1
"Nuri Sahin",81,59,139,3
"Sebastian Tyrala",64,44,1,1
"Mehmet Akguen",60,54,3,1
"Daniel Sikorski",62,46,5,2
"Stefan Maierhofer",64,53,1,1
"Max Gruen",68,338,25,1
"Marvin Compper",70,59,148,2
"Filip Daems",73,52,151,2
"Bo Svensson",72,61,82,1
"Oliver Kirch",70,55,74,1
"Peer Kluge",65,64,48,1
"Eugen Polanski",77,46,178,2
"Bernd Thijs",65,37,41,1
"Wesley Sonck",65,56,44,1
"Rene Adler",80,394,184,1
"Jan-Ingwer Callsen-Bracker",73,52,117,1
"Gonzalo Castro",81,60,191,1
"Simon Rolfes",78,53,138,1
"Dimitar Berbatov",80,53,155,2
"Josip Tadic",63,49,6,1
"Raphael Schaefer",71,342,153,1
"Javier Pinola",74,49,123,1
"Dominik Reinhardt",67,58,10,1
"Andreas Wolf",73,50,73,1
"Marek Mintal",67,40,15,1
"Robert Vittek",74,45,18,1
"Mathias Hain",69,348,3,1
"Radim Kucera",72,46,26,1
"Tobias Rau",66,146,2,1
"Markus Schuler",63,58,28,1
"Heiko Westermann",76,49,235,2
"Ruediger Kauf",70,56,28,1
"Oka Nikolov",70,340,74,1
"Chris",71,54,49,1
"Patrick Ochs",74,53,102,1
"Marco Russ",75,52,183,1
"Aleksandar Vasoski",72,62,13,1
"Alexander Meier",78,48,150,1
